start station,start location,start latitude,start longitude,end station,end location,end latitude,end longitude,number of trips
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,2,"(53.539545591077285, 9.987859800967316)",53.539545591077285,9.987859800967316,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,3,"(53.539545591077285, 9.997916577350127)",53.539545591077285,9.997916577350127,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,4,"(53.539545591077285, 10.00797335373294)",53.539545591077285,10.00797335373294,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,5,"(53.539545591077285, 10.01803013011575)",53.539545591077285,10.01803013011575,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,6,"(53.539545591077285, 10.028086906498565)",53.539545591077285,10.028086906498565,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,7,"(53.54472100503654, 9.922490754479036)",53.54472100503654,9.922490754479036,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,8,"(53.54472100503654, 9.932547530861846)",53.54472100503654,9.932547530861846,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,9,"(53.54472100503654, 9.94260430724466)",53.54472100503654,9.94260430724466,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,10,"(53.54472100503654, 9.952661083627474)",53.54472100503654,9.952661083627474,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,11,"(53.54472100503654, 9.962717860010287)",53.54472100503654,9.962717860010287,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,12,"(53.54472100503654, 9.972774636393098)",53.54472100503654,9.972774636393098,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,13,"(53.54472100503654, 9.98283141277591)",53.54472100503654,9.98283141277591,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,14,"(53.54472100503654, 9.992888189158721)",53.54472100503654,9.992888189158721,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,15,"(53.54472100503654, 10.002944965541534)",53.54472100503654,10.002944965541534,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,16,"(53.54472100503654, 10.013001741924345)",53.54472100503654,10.013001741924345,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,17,"(53.54472100503654, 10.023058518307158)",53.54472100503654,10.023058518307158,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,18,"(53.54472100503654, 10.03311529468997)",53.54472100503654,10.03311529468997,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,19,"(53.54989578627126, 9.927519142670441)",53.54989578627126,9.927519142670441,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,20,"(53.54989578627126, 9.937575919053252)",53.54989578627126,9.937575919053252,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,21,"(53.54989578627126, 9.947632695436067)",53.54989578627126,9.947632695436067,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,22,"(53.54989578627126, 9.95768947181888)",53.54989578627126,9.95768947181888,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,23,"(53.54989578627126, 9.96774624820169)",53.54989578627126,9.96774624820169,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,24,"(53.54989578627126, 9.977803024584503)",53.54989578627126,9.977803024584503,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,25,"(53.54989578627126, 9.987859800967316)",53.54989578627126,9.987859800967316,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,26,"(53.54989578627126, 9.997916577350127)",53.54989578627126,9.997916577350127,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,27,"(53.54989578627126, 10.00797335373294)",53.54989578627126,10.00797335373294,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,28,"(53.54989578627126, 10.01803013011575)",53.54989578627126,10.01803013011575,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,29,"(53.54989578627126, 10.028086906498565)",53.54989578627126,10.028086906498565,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,30,"(53.54989578627126, 10.038143682881376)",53.54989578627126,10.038143682881376,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,31,"(53.55506993481656, 9.922490754479036)",53.55506993481656,9.922490754479036,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,32,"(53.55506993481656, 9.932547530861846)",53.55506993481656,9.932547530861846,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,33,"(53.55506993481656, 9.94260430724466)",53.55506993481656,9.94260430724466,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,34,"(53.55506993481656, 9.952661083627474)",53.55506993481656,9.952661083627474,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,35,"(53.55506993481656, 9.962717860010287)",53.55506993481656,9.962717860010287,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,36,"(53.55506993481656, 9.972774636393098)",53.55506993481656,9.972774636393098,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,37,"(53.55506993481656, 9.98283141277591)",53.55506993481656,9.98283141277591,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,38,"(53.55506993481656, 9.992888189158721)",53.55506993481656,9.992888189158721,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,39,"(53.55506993481656, 10.002944965541534)",53.55506993481656,10.002944965541534,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,40,"(53.55506993481656, 10.013001741924345)",53.55506993481656,10.013001741924345,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,41,"(53.55506993481656, 10.023058518307158)",53.55506993481656,10.023058518307158,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,42,"(53.55506993481656, 10.03311529468997)",53.55506993481656,10.03311529468997,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,43,"(53.55506993481656, 10.043172071072783)",53.55506993481656,10.043172071072783,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,44,"(53.56024345070763, 9.927519142670441)",53.56024345070763,9.927519142670441,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,45,"(53.56024345070763, 9.937575919053252)",53.56024345070763,9.937575919053252,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,46,"(53.56024345070763, 9.947632695436067)",53.56024345070763,9.947632695436067,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,47,"(53.56024345070763, 9.95768947181888)",53.56024345070763,9.95768947181888,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,48,"(53.56024345070763, 9.96774624820169)",53.56024345070763,9.96774624820169,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,49,"(53.56024345070763, 9.977803024584503)",53.56024345070763,9.977803024584503,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,50,"(53.56024345070763, 9.987859800967316)",53.56024345070763,9.987859800967316,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,51,"(53.56024345070763, 9.997916577350127)",53.56024345070763,9.997916577350127,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,52,"(53.56024345070763, 10.00797335373294)",53.56024345070763,10.00797335373294,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,53,"(53.56024345070763, 10.01803013011575)",53.56024345070763,10.01803013011575,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,54,"(53.56024345070763, 10.028086906498565)",53.56024345070763,10.028086906498565,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,55,"(53.56024345070763, 10.038143682881376)",53.56024345070763,10.038143682881376,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,56,"(53.56024345070763, 10.048200459264189)",53.56024345070763,10.048200459264189,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,57,"(53.56541633397965, 9.932547530861846)",53.56541633397965,9.932547530861846,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,58,"(53.56541633397965, 9.94260430724466)",53.56541633397965,9.94260430724466,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,59,"(53.56541633397965, 9.952661083627474)",53.56541633397965,9.952661083627474,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,60,"(53.56541633397965, 9.962717860010287)",53.56541633397965,9.962717860010287,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,61,"(53.56541633397965, 9.972774636393098)",53.56541633397965,9.972774636393098,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,62,"(53.56541633397965, 9.98283141277591)",53.56541633397965,9.98283141277591,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,63,"(53.56541633397965, 9.992888189158721)",53.56541633397965,9.992888189158721,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,64,"(53.56541633397965, 10.002944965541534)",53.56541633397965,10.002944965541534,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,65,"(53.56541633397965, 10.013001741924345)",53.56541633397965,10.013001741924345,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,66,"(53.56541633397965, 10.023058518307158)",53.56541633397965,10.023058518307158,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,67,"(53.56541633397965, 10.03311529468997)",53.56541633397965,10.03311529468997,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,68,"(53.56541633397965, 10.043172071072783)",53.56541633397965,10.043172071072783,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,69,"(53.56541633397965, 10.053228847455594)",53.56541633397965,10.053228847455594,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,70,"(53.570588584667796, 9.937575919053252)",53.570588584667796,9.937575919053252,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,71,"(53.570588584667796, 9.947632695436067)",53.570588584667796,9.947632695436067,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,72,"(53.570588584667796, 9.95768947181888)",53.570588584667796,9.95768947181888,1
1,"(53.53436954435835, 10.023058518307158)",53.53436954435835,10.023058518307158,73,"(53.570588584667796, 9.96774624820169)",53.570588584667796,9.96774624820169,1
